PeopleInterested,audiobookPrice,author,category,ebookPrice,paperPrice,publisher,score,title
,"34,90",Michel Bussi,Kryminał,"27,90",,Świat Książki,,Samolot bez niej 
,"37,99",Mick Finlay,Kryminał,"24,99",,HarperCollins,,Detektyw Arrowood 
,"24,90",Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Tragedia w trzech aktach 
,"34,90",Michel Bussi,Kryminał,"29,90",,Świat Książki,,Czas jest mordercą 
,"36,90",Antti Tuomainen,Kryminał,"31,00",,Wydawnictwo Albatros,,"Człowiek, który umarł "
,"32,50",Roberto Saviano,Kryminał,"33,50","39,90",Sonia Draga,,Chłopcy z paranzy 
,"36,90",Braun Danka,Kryminał,"29,90",,Prozami,,Morderstwo przy drodze krajowej 94 
,,Lars Lenth,Kryminał,"29,90",,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,,Norweski pacjent 
,,Mark Billingham,Kryminał,"28,00",,Burda Książki,,Kości 
,"34,90",Francis Duncan,Kryminał,"28,00",,Zysk i S-ka,,Morderstwo ma motyw 
,"38,00",J. D. Robb,Kryminał,"30,40",,Prószyński i S-ka,,Sekrety i śmierć 
,"39,90",Will Dean,Kryminał,"31,00",,Burda Książki,,Martwa cisza 
,"25,57",Małgorzata J. Kursa,Kryminał,"26,90",,Nasza Księgarnia,,"Jeszcze więcej nieboszczyków, czyli śledztwo z pazurem "
,"39,00",Krzysztof Koziołek,Kryminał,"24,90",,Manufaktura Tekstów,,Imię Pani 
,"39,90",Mats Strandberg,Kryminał,"31,90",,Marginesy,,Przeklęty prom 
,"34,90",Magdalena Louis,Kryminał,"29,90",,Świat Książki,,Sonia 
,"39,90",Grzegorz Kapla,Kryminał,"31,00",,Burda Książki,,Bezwład 
,,Arthur Conan Doyle,Kryminał,"36,00",,Zysk i S-ka,,Sherlock Holmes T.2: Dolina trwogi. Przygody Sherlocka Holmesa. Szpargały Sherlocka Holmesa DODRUK 
,,James Rollins,Kryminał,"32,00",,Wydawnictwo Albatros,,Klucz zagłady 
,,Grzegorz Brudnik,Kryminał,"29,90",,Filia,,Fracht 
,,Fulvio Ervas,Kryminał,"29,90",,Smak Słowa,,Inspektor Stucky. Ekspedientki z Treviso 
,"29,90",Lars Lenth,Kryminał,"29,90",,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,,"Mężczyźni, którzy nienawidzą wilków "
,,Monika Szwaja,Kryminał,"23,90",,Prószyński i S-ka,,Powtórka z morderstwa 
,,Karolina Wójciak,Kryminał,"29,52",,Wydawnictwo NieZwykłe,,Nigdy nie wygrasz 
,,Michał Larek,Kryminał,"29,90",,Czwarta Strona,,Dekada. Tom 2. Na tropie 
,,Agata Christie,Kryminał,"15,99",,Wydawnictwo Dolnośląskie,,Zatrute pióro 
,,Marcin Ciszewski,Kryminał,"34,90",,Wydawnictwo Warbook,,Krüger II. Tygrys 
,"29,90",Joanna Jodełka,Kryminał,"25,50",,Świat Książki,,Wariatka 
11,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Niedziela na wsi 
,,Sharon Bolton,Kryminał,"28,00",,Amber,,Małe mroczne kłamstwa 
,,Tara Isabella Burton,Kryminał,"31,99",,Czarna Owca,,Obsesja 
,,Angela Marsons,Kryminał,"25,00",,Burda Książki,,Niemy krzyk 
,"34,90",Boris Akunin,Kryminał,"29,90",,Świat Książki,,Planeta Woda 
,,Mari Jungstedt,Kryminał,"29,50",,Bellona,,Każdy umiera sam 
14,,Andrea Camilleri,Kryminał,"14,00",,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,,Kształt wody 
,"34,00",Nele Neuhaus,Kryminał,"34,00",,Media Rodzina,,Przyjaciele po grób 
,"39,99",Marta Zaborowska,Kryminał,"34,99",,Czarna Owca,,Jej wszystkie śmierci 
,"39,90",David Baldacci,Kryminał,"31,92",,Wydawnictwo Dolnośląskie,,Odkupienie 
,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Tajemnica lorda Listerdale'a 
,"39,99",Håkan Nesser,Kryminał,"34,99",,Czarna Owca,,Oczy Eugena Kallmanna 
,,M. L. Longworth,Kryminał,"27,90",,Smak Słowa,,Verlaque i Bonnet na tropie. Morderstwo w winnicy 
,"29,90",Mari Jungstedt,Kryminał,"19,90",,Bellona,,Niebezpieczna gra 
,"36,99",Natasha Bell,Kryminał,"31,99",,Czarna Owca,,Oczami Alexandry 
,"39,99",Mariusz Zielke,Kryminał,"34,99",,Czarna Owca,,Dobre Miasto 
10,,David Baldacci,Kryminał,"28,00",,Wydawnictwo Dolnośląskie,,Ostatnia mila 
,"29,90",Paweł Fleszar,Kryminał,"29,90",,Księży Młyn Dom Wydawniczy Michał Koliński,,Powódź 
,"36,90",Piotr Bojarski,Kryminał,"29,90",,Czwarta Strona,,Biegacz 
,"34,99",Agnieszka Chodkowska–Gyurics,Kryminał,"29,99",,Genius Creations,,Ostatnia sprawa 
,,Hannah Sophie,Kryminał,"32,00",,Wydawnictwo Dolnośląskie,,Zagadka trzech czwartych 
,"34,99",Imran Mahmood,Kryminał,"29,99",,Czarna Owca,,Nic o mnie nie wiecie 
,"38,99",Daria Orlicz,Kryminał,"29,99",,HarperCollins,,Drapieżcy 
,,Jonasson Ragnar,Kryminał,"28,00",,Amber,,Zaćmienie 
,"34,00",Nele Neuhaus,Kryminał,"34,00","39,90",Media Rodzina,,Głębokie rany 
,"27,99",Marcin Dudziński,Kryminał,"27,99","32,99",Czarna Owca,,Z moich kości 
,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Pułapka na myszy 
,,Anders de la Motte,Kryminał,"34,99",,Czarna Owca,,Jesienna zbrodnia 
,,Marta Guzowska,Kryminał,"24,00",,Burda Książki,,Czarne światło 
,"32,90",Joy Fielding,Kryminał,"27,90","32,90",Świat Książki,,Morderstwa nad Shadow Creek 
,"34,90",Wojciech Nerkowski,Kryminał,"27,90",,Czwarta Strona,,Spisek scenarzystów 
11,,Donna Leon,Kryminał,"22,50",,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,,Woda wiecznej młodości 
,"36,90",Marcel Woźniak,Kryminał,"29,90","36,90",Czwarta Strona,,Mgnienie 
,"39,90",Alessandra Torre,Kryminał,"29,90",,Wydawnictwo Kobiece,,Ghostwriter 
,,Katarzyna Grzegrzółka,Kryminał,"30,00",,Zysk i S-ka,,Odium 
,,Hanna Greń,Kryminał,"29,90",,Replika,"3,5",Wszystkie barwy roku 
,,Michel Bussi,Kryminał,"27,90",,Świat Książki,,Czarne nenufary 
,,Douglas Preston,Kryminał,"35,00",,Burda Książki,,Poza granicą lodu 
,,Arthur Conan Doyle,Kryminał,"36,00",,Zysk i S-ka,,Sherlock Holmes T.3: Powrót Sherlocka Holmesa. Pożegnalny ukłon. Archiwum Sherlocka Holmesa DODRUK 
,"38,99",Daria Orlicz,Kryminał,"24,99",,HarperCollins,,Złe spojrzenia 
,,Boris Akunin,Kryminał,"18,90",,Świat Książki,,Azazel 
15,"23,86",Agnieszka Pietrzyk,Kryminał,"29,90","36,90",Czwarta Strona,,Śmierć kolekcjonera 
,"39,90",J. D. Robb,Kryminał,"31,90",,Prószyński i S-ka,,Uczeń i śmierć 
,"36,90",Braun Danka,Kryminał,"29,90",,Prozami,,Nie chodź po lesie nocą 
,"34,99",Wendy Walker,Kryminał,"29,99",,Czarna Owca,,Nie wszystko zostało zapomniane 
,,Mary Higgins Clark,Kryminał,"30,40",,Prószyński i S-ka,,Całkiem sama 
,,Piotr Wójcik,Kryminał,"34,95",,Wydawnictwo Dragon,,Wina 
47,"49,90",Katarzyna Bonda,Kryminał,"39,90","49,90",Muza,,Miłość leczy rany 
,"39,90",J. D. Robb,Kryminał,"31,90",,Prószyński i S-ka,,In Death. Echa i śmierć 
,,Håkan Nesser,Kryminał,"29,99",,Czarna Owca,,Komisarz Barbarotti. Drugie życie pana Roosa 
28,"36,99",Aleksander Sowa,Kryminał,"26,99",,Wydawnictwo Lira,,Czas Wagi 
,"36,99",Christian White,Kryminał,"31,99",,Czarna Owca,,Dziecko znikąd 
,"39,90",Lars Kepler,Kryminał,"33,90",,Wydawnictwo Czarne,,Plac zabaw 
,,Nele Neuhaus,Kryminał,"29,00",,Media Rodzina,,Zły wilk 
,"29,95",Michał Wróblewski,Kryminał,"23,81",,Videograf,,Definicja strachu 
,"37,90",Janusz Majewski,Kryminał,"31,00",,Marginesy,,Ryk kamiennego lwa 
,"29,99",Michał J. Chmielewski,Kryminał,"24,99",,Genius Creations,,Złe 
12,"39,99",Vincent V. Severski,Kryminał,"39,99",,Czarna Owca,,Nieśmiertelni 
,,Jeffery Deaver,Kryminał,"42,00",,Prószyński i S-ka,,Dwunasta karta 
,"34,90",Emmanuel Carrère,Kryminał,"28,00",,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,,Przeciwnik 
,"39,90",Nele Neuhaus,Kryminał,"34,00",,Media Rodzina,,Żywi i umarli 
,"34,90",Mari Jungstedt,Kryminał,"29,50",,Bellona,,Druga twarz 
,"36,90",Michel Bussi,Kryminał,"31,50",,Świat Książki,,Wyryte w piasku 
,,Camilla Läckberg,Kryminał,"24,99",,Czarna Owca,,Fjällbacka. Niemiecki bękart (wyd. 2) 
,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Morderstwo to nic trudnego 
,"24,90",Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Morderstwo w Mezopotamii 
,"36,90",Hilary Sarah,Kryminał,"29,90",,Czwarta Strona,,Ciszej niż śmierć 
,,Patricia Gibney,Kryminał,"29,99",,Wydawnictwo NieZwykłe,,Zaginieni 
15,"42,99",Wojciech Dutka,Kryminał,"32,99",,Wydawnictwo Lira,,Kurier z Teheranu 
,,Valentin Musso,Kryminał,"29,90",,Wydawnictwo Albatros,,Zimne popioły 
,"34,89",Ian Rankin,Kryminał,"29,90",,Wydawnictwo Albatros,,Nawet zdziczałe psy 
,,Håkan Nesser,Kryminał,"29,99",,Czarna Owca,,Komisarz Barbarotti. Człowiek bez psa 
38,,Dolores Redondo,Kryminał,"34,99",,Czarna Owca,,Ofiara dla burzy 
22,,Kasia Magiera,Kryminał,"38,13",,Melanż,,Długie cienie 
21,,David Baldacci,Kryminał,"31,92",,Wydawnictwo Dolnośląskie,,John Puller. Ucieczka 
,,Nadia Szagdaj,Kryminał,"24,95",,Wydawnictwo Dragon,,Bella Donna. Nowe śledztwa Klary Schulz 
,,Jennifer Lynn Barnes,Kryminał,"34,90",,Pascal,,Naznaczeni 
,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Trzecia lokatorka 
,"32,99",Marcin Dudziński,Kryminał,"27,99",,Czarna Owca,,Przeciwko bratu 
,,Agata Christie,Kryminał,"15,99",,Wydawnictwo Dolnośląskie,,Godzina zero 
,"35,00",Agnieszka Sudomir,Kryminał,"29,99",,Genius Creations,,Panaceum 
,,Mari Jungstedt,Kryminał,"19,90",,Bellona,,Ostatni akt 
,,Natalia Nowak-Lewandowska,Kryminał,"28,90",,Replika,,Teoria gier. Układanka 
,,Małgorzata Kuźmińska,Kryminał,"31,92",,Wydawnictwo Dolnośląskie,,Etnokryminał. Śleboda 
,"39,90",Piotr Bojarski,Kryminał,"31,89",,Czwarta Strona,,Szmery 
,,Mariusz Zielke,Kryminał,"34,90",,Czarna Owca,,Wyrok 
,,Ann H. Gabhart,Kryminał,"29,02",,Dreams,,Morderstwo w sądzie 
,"39,99",Mikel Santiago,Kryminał,"34,99",,Czarna Owca,,Zła droga 
,,Jonasson Ragnar,Kryminał,"29,70",,Amber,,Milczenie czasu 
,,Marcin Ciszewski,Kryminał,"34,90",,Wydawnictwo Warbook,,Krüger III. Lew 
,,Flint Sarah,Kryminał,"28,00",,Amber,,Nigdy więcej nie zdradzisz 
,"24,90",Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Kurtyna 
20,"25,00",Andrea Camilleri,Kryminał,"19,00","25,00",Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,,Polowanie na skarb 
,,Debra Jo Immergut,Kryminał,"29,99",,Czarna Owca,,Uwięzieni 
,"39,90",Jens Lapidus,Kryminał,"31,90",,Marginesy,,Sztokholm delete 
,"14,90",Jens Lapidus,Kryminał,"31,90",,Marginesy,,VIP room 
,"37,91",Ahsan R. Hassan,Kryminał,"31,00",,Marginesy,,Zabobon 
,,Gregg Hurwitz,Kryminał,"29,90",,Wydawnictwo Albatros,,"Orphan X. Człowiek, którego nie ma "
,"36,00",J. D. Robb,Kryminał,"28,80",,Prószyński i S-ka,,Bractwo śmierci 
,,Angela Marsons,Kryminał,"25,00",,Burda Książki,,Diabelska gra 
,,Ruth Rendell,Kryminał,"30,90",,Replika,,Nadinspektor Wexford. Z najlepszymi życzeniami śmierci 
,,Candice Fox,Kryminał,"28,00",,Amber,,Miasteczko Crimson Lake 
,"39,90",Hilary Sarah,Kryminał,"31,90",,Czwarta Strona,,Smak strachu 
,,Frode Granhus,Kryminał,"29,90",,Świat Książki,,Sztorm 
,"34,06",Mario Puzo,Kryminał,"28,00","31,90",Wydawnictwo Albatros,,Omerta 
,,Agata Christie,Kryminał,"15,99",,Wydawnictwo Dolnośląskie,,Wielka Czwórka 
22,,Donna Leon,Kryminał,"21,00",,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,,Śmierć w La Fenice 
,"36,99",Nuala Ellwood,Kryminał,"31,99",,Czarna Owca,,Kości mojej siostry 
,,Charlaine Harris,Kryminał,"29,90",,Replika,,Aurora Teagarden. Małe kłamczuchy 
,"37,90",Chojnacki Artur,Kryminał,"36,00",,Skarpa Warszawska,,Błysk 
,"38,60",Jon McGregor,Kryminał,"32,78",,Wydawnictwo Czytelnik,,Zbiornik 13 
,,Charlotte Link,Kryminał,"27,50",,Sonia Draga,,Wielbiciel 
,,Ann H. Gabhart,Kryminał,"29,02",,Dreams,,Śmierć przychodzi pocztą 
,,Małgorzata Kuźmińska,Kryminał,"31,92",,Wydawnictwo Dolnośląskie,,Etnokryminał. Pionek 
,,Urszula Szczęch,Kryminał,"19,90",,Psychoskok,,Seryjni mordercy – suma wszystkich lęków 
,,Fiona Cummins,Kryminał,"29,70",,Amber,,Grzechot kości 
14,"38,90",Lee Child,Kryminał,"27,99",,Wydawnictwo Albatros,,Nieprzyjaciel  
,"38,00",Elsebeth Egholm,Kryminał,"32,00",,Sonia Draga,,Udział własny 
,,Rick Riordan,Kryminał,"36,90",,Wydawnictwo Galeria Książki,,Ostatni król Teksasu 
,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Spotkanie w Bagdadzie 
,,Michał Larek,Kryminał,"29,90",,Czwarta Strona,,Dekada. Tom 3. Fatum 
,,Mari Jungstedt,Kryminał,"30,00",,Bellona,,Ciemniejsze niebo 
,"25,57",Bożena Mazalik,Kryminał,"30,00","37,90",Zysk i S-ka,,Kryminalne przypadki Matyldy 
,,John Grisham,Kryminał,"33,50",,Wydawnictwo Albatros,,Klient 
,,Nele Neuhaus,Kryminał,"34,00",,Media Rodzina,,Kto sieje wiatr 
80,,David Baldacci,Kryminał,"31,92",,Wydawnictwo Dolnośląskie,,John Puller. Budynek Q 
,,Ninni Schulman,Kryminał,"28,00",,Amber,,Nasza słodka tajemnica 
32,,Iwona Wilmowska,Kryminał,"29,90",,Axis Mundi,,Zostawić ślad 
48,"37,00",Paulina Świst,Kryminał,"31,90",,Akurat,,Sitwa 
,,Jenny Rogneby,Kryminał,"31,00",,Marginesy,,Leona. Kości zostały rzucone 
,"39,99",Jean-François Parot,Kryminał,"34,99",,Czarna Owca,,Tajemnica Białych Płaszczy 
,"42,00",Ruth Ware,Kryminał,"33,60",,Prószyński i S-ka,,Gra w kłamstwa 
,,Kerry Wilkinson,Kryminał,"32,95",,Wydawnictwo Dragon,,Czarna Lista 
,,James Rollins,Kryminał,"32,30",,Wydawnictwo Albatros,,Wirus Judasza 
,,Aga Lesiewicz,Kryminał,"27,90",,Insignis,,Zaślepienie 
,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Dom nad kanałem 
,,Kathy Reichs,Kryminał,"31,00",,Sonia Draga,,Kości mówią 
,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Pani McGinty nie żyje 
,,Terri Blackstock,Kryminał,"27,32",,Dreams,,Dopóki biegnę 
,,Hilary Sarah,Kryminał,"31,90",,Czwarta Strona,,Nie ma innej ciemności 
,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Uśpione morderstwo 
14,,Dolores Redondo,Kryminał,"34,99",,Czarna Owca,,Świadectwo kości 
,,Louise Penny,Kryminał,"29,99",,Poradnia K,,Martwa natura 
,,Jeffery Deaver,Kryminał,"39,99",,Prószyński i S-ka,,Kamienna małpa 
,"22,90",Agata Christie,Kryminał,"15,99",,Wydawnictwo Dolnośląskie,,Entliczek pentliczek 
,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Strzały w Stonygates 
,,Bednarek Adrian,Kryminał,"28,00",,Zysk i S-ka,,Proces diabła 
,"12,99",Michel Bussi,Kryminał,"26,50",,Świat Książki,,Nie puszczaj mojej dłoni 
,,Jorg Reiter,Kryminał,"24,60",,Initium,,"Wiara, miłość, śmierć. "
,,Jane Corry,Kryminał,"29,70",,Amber,,Żona mojego męża 
,,Krystian Nowak,Kryminał,"29,79",,Krytyka Polityczna,,Ludzie Dobrej Woli 
,,Grzegorz Kapla,Kryminał,"31,00",,Burda Książki,,Bezmiar 
,"30,00",Joseph Finder,Kryminał,"32,00","38,00",Sonia Draga,,FACHOWIEC 
,,Dominika van Eijkelenborg,Kryminał,,,Wydawnictwo Kobiece,,Ostatni most 
,"35,90",Roberto Saviano,Kryminał,"33,50","39,90",Sonia Draga,,Drapieżny pocałunek 
,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Kieszeń pełna żyta 
,"36,90",Grzegorz Kalinowski,Kryminał,"36,90",,Skarpa Warszawska,,Gra w oczko 
,"38,00",Dagmara Andryka,Kryminał,"30,40",,Prószyński i S-ka,,Tajemnice Mille 
,,Małgorzata Kuźmińska,Kryminał,"31,92",,Wydawnictwo Dolnośląskie,,Etnokryminał. Kamień 
,,Helen Fields,Kryminał,"32,27",,Amber,,Dobrzy ludzie muszą umrzeć 
,,James Patterson,Kryminał,"28,00",,Wydawnictwo Albatros,,Alex Cross musi zginąć 
,"24,90",Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Mężczyzna w brązowym garniturze 
,,David Hewson,Kryminał,"31,90",,Marginesy,,Domek dla lalek 
44,"37,00",Paulina Świst,Kryminał,"29,60",,Akurat,,Karuzela 
,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Tajemnica Sittaford 
,"24,90",Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Tajemniczy przeciwnik 
,,David Hewson,Kryminał,"31,00",,Marginesy,,Pora na śmierć 
,"34,90",Krzysztof Koziołek,Kryminał,"27,90",,Akurat,,Góra Synaj 
,,Krzysztof Koziołek,Kryminał,"24,90",,Manufaktura Tekstów,,Furia rodzi się w Sławie 
,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Dlaczego nie Evans 
,,Robert Ostaszewski,Kryminał,"27,90",,Muza,,Zginę bez ciebie 
,,Mariusz Zielke,Kryminał,"27,99",,Akurat,,Twardzielka 
,,Agata Christie,Kryminał,"19,90",,Wydawnictwo Dolnośląskie,,Morderstwo w Orient Expressie 
10,,Waldemar Nowy Morawiec,Kryminał,"35,00",,Świat Książki,,Psy 2.5 W imię miłości 
,"22,90",Agata Christie,Kryminał,"15,99",,Wydawnictwo Dolnośląskie,,Dopóki starczy światła 
,,Agata Christie,Kryminał,"15,99",,Wydawnictwo Dolnośląskie,,Niespodziewany gość 
,"19,00",Andrea Camilleri,Kryminał,"18,00",,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,,Sierpniowy żar 
,"34,90",Klaudiusz Szymańczak,Kryminał,"29,90","39,90",Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,,Mroczny świt 
,,Jenny Rogneby,Kryminał,"31,90",,Marginesy,,Leona. Cel uświęca środki 
,,Erica Spindler,Kryminał,"24,99",,HarperCollins,,Labirynt Białego Królika 
,,Jayne Ann Krentz,Kryminał,"25,44",,Amber,,Nie ufaj nikomu 
,,Tomasz Mróz,Kryminał,"23,81",,Videograf,,Międzyczasowiec 
,,Jeffery Deaver,Kryminał,,,Prószyński i S-ka,,Mag 
,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Tajemnica rezydencji Chimneys 
,"34,90",Bernadeta Prandzioch,Kryminał,"29,90",,Rebis,,Terapeutka 
,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Zwierciadło pęka w odłamków stos 
,,Iwona Wilmowska,Kryminał,"25,57",,Heraclon International,,Prywatne śledztwo Agaty Brok. Tom 1. Nikt nie słucha starych ludzi 
,"39,99",Marta Zaborowska,Kryminał,"34,99",,Czarna Owca,,Gwiazdozbiór 
,,G. K. Chesterton,Kryminał,"44,90",,Replika,,Ojciec Brown. Księga wszystkich spraw 
,,Michał Kuźmiński,Kryminał,"29,90",,Aleksandria,,Śleboda 
18,"34,95",Piotr Wójcik,Kryminał,"34,95",,Wydawnictwo Dragon,,Chemik 
,,Dominika van Eijkelenborg,Kryminał,,,Wydawnictwo Kobiece,,Kiedy będziemy deszczem 
,,Mariusz Czubaj,Kryminał,"29,90",,Wydawnictwo Albatros,,Martwe popołudnie (z autografem) 
,,Erin Kelly,Kryminał,"39,99",,Czarna Owca,,"Kłamał, Kłamała "
,,Gilbert Keith Chesterton,Kryminał,"32,00",,Zysk i S-ka,,"Człowiek, który był Czwartkiem "
,,Petros Markaris,Kryminał,"22,00",,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,,Niespłacone długi. Trylogia kryzysu 
,,Helen FitzGerald,Kryminał,"24,00",,Burda Książki,,Wstyd 
46,"37,00",Paulina Świst,Kryminał,"27,90",,Akurat,,Podejrzany 
,"39,80",Karen Hamilton,Kryminał,"29,70",,Amber,,Jego doskonała dziewczyna 
,"36,99",Viveca Sten,Kryminał,"31,99",,Czarna Owca,,W imię prawdy 
,,Arnold Thomas,Kryminał,,,Wydawnictwo Vectra,,Horyzont umysłu 
,,Holly Seddon,Kryminał,"31,50",,Świat Książki,,Nie zamykaj oczu 
,,Bartłomiej Świderski,Kryminał,"27,90",,Muza,,Szklane Żądło 
,,Agata Christie,Kryminał,"20,00",,Wydawnictwo Dolnośląskie,,Małe szare komórki. Poirot w cytatach 
,,John D. MacDonald,Kryminał,"28,00",,Wydawnictwo Albatros,,Przebiegła i ruda 
,,David Hewson,Kryminał,"31,90",,Marginesy,,Willa Misteriów 
,"39,90",Boris Akunin,Kryminał,"32,90",,Świat Książki,,Nefrytowy różaniec 
,,Andrea Camilleri,Kryminał,"21,00",,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,,Miesiąc z komisarzem Montalbano 
,"29,00",Camilla Grebe,Kryminał,"32,00",,Sonia Draga,,Maestro z Sankt Petersburga 
,,Agata Christie,Kryminał,"16,99",,Wydawnictwo Dolnośląskie,,Detektywi w służbie miłości 
,,Boris Akunin,Kryminał,"17,00",,Świat Książki,,Śmierć Achillesa 
,,Stokłosa Anna,Kryminał,"32,95",,Wydawnictwo Dragon,,Ważka 
,"34,95",Nadia Szagdaj,Kryminał,"24,95",,Wydawnictwo Dragon,,To nie jest amerykański film 
,,Mario Puzo,Kryminał,"27,50",,Wydawnictwo Albatros,,Mroczna arena 
,"49,90",Collins Wilkie,Kryminał,"29,90",,Wydawnictwo MG,,Kobieta w bieli 
,"38,99",Mick Finlay,Kryminał,"29,99",,HarperCollins,,Głęboki grób 
,"34,90",Colleen Coble,Kryminał,"25,53",,Dreams,,Hotel nad oceanem 
,,Mikel Santiago,Kryminał,"29,99",,Czarna Owca,,Ostatnia noc w Tremore Beach 
,,Mary Torjussen,Kryminał,"29,70",,Amber,,"Dziewczyna, która się boi "
,"34,90",Wojciech Nerkowski,Kryminał,"27,90",,Czwarta Strona,,Koniec scenarzystów 
,,Marcin Gryglik,Kryminał,"32,00",,Zysk i S-ka,,Irma 
,,Håkan Nesser,Kryminał,"29,99",,Czarna Owca,,Detektyw Van Veeteren. Sprawa Ewy Moreno 
,,Liselotte Roll,Kryminał,"29,99",,Czarna Owca,,"Na kogo wypadnie, na tego śmierć "
,,Nadia Szagdaj,Kryminał,"24,90",,Bukowy Las,,Love 
,,Jenny Rogneby,Kryminał,"31,91",,Marginesy,,Leona. Cena człowieka 
,,Andrea Camilleri,Kryminał,"21,00",,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,,Pomarańczki komisarza Montalbano 
,,Jan Costin Wagner,Kryminał,"23,85",,Akcent,,Milczenie 
,,Katrine Engberg,Kryminał,"30,00",,Zysk i S-ka,,Stróż krokodyla 
,"39,90",Vera Eikon,Kryminał,"29,90",,Filia,,Prochem i cieniem 
,,Paweł Ślusarczyk,Kryminał,"27,00",,Novae Res,,Mroczna tajemnica Bieszczad 
,"29,99",Roz Nay,Kryminał,"24,99",,Czarna Owca,,Nasz mały sekret 
,,Åke Edwardson,Kryminał,"19,99",,Czarna Owca,,Erik Winter. Taniec z aniołem 
,,Nadia Szagdaj,Kryminał,"24,90",,Bukowy Las,,Nowe śledztwa Klary Schulz. Tajemnica Nathaniela 
,,James Ellroy,Kryminał,"32,50",,Sonia Draga,,Czarna Dalia 
,,Natalia Nowak-Lewandowska,Kryminał,"28,90",,Replika,,Teoria gier. Pionki 
,,Karin Wahlberg,Kryminał,"31,90",,Świat Książki,,Szpital 
,"34,90",Miłosz Fryzeł,Kryminał,"29,90",,Bukowy Las,,Marsz w mrok 
,"44,90",James Ellroy,Kryminał,"37,50",,Sonia Draga,,Burza 
,,Sheena Kamal,Kryminał,"29,99",,HarperCollins,,Matnia 
,,Donna Leon,Kryminał,"21,00",,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,,Gra pozorów 
26,,Borowiec Aleksandra,Kryminał,"36,00",,Zysk i S-ka,,Gwiazda szeryfa 
,"34,90",Wojciech Nerkowski,Kryminał,"27,90",,Czwarta Strona,,Zdrada scenarzystów 
,,Liza Marklund,Kryminał,"29,99",,Czarna Owca,,Annika Bengtzon. Studio Sex 
,"34,99",Viveca Sten,Kryminał,"29,99",,Czarna Owca,,Na spokojnych wodach 
,,Michael Hjorth,Kryminał,"34,99",,Czarna Owca,,Sebastian Bergman. Niemowa 
,"34,99",Viveca Sten,Kryminał,"29,99",,Czarna Owca,,W cieniu władzy 
,"36,90",Vince Flynn,Kryminał,"31,50","36,90",Świat Książki,,Amerykański zabójca 
,"34,90",Piotr Sowiński,Kryminał,"29,90",,Księży Młyn Dom Wydawniczy Michał Koliński,,Najniższy krąg piekła 
,"38,00",Fred Vargas,Kryminał,"32,00",,Sonia Draga,,Niepewne miejsce 
,"39,90",Dorian Zawadzki,Kryminał,"32,90",,Replika,,Kobieta w masce 
,,Andrea Camilleri,Kryminał,"18,00",,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,,Wycieczka do Tindari 
,,Andrzej W. Sawicki,Kryminał,"29,99",,Genius Creations,,Pierwszy glina 
,,Robert Louis Stevenson,Kryminał,"9,30",,Wydawnictwo MG,,Niezwykły przypadek doktora Jekylla i pana Hyde'a.  The Strange Case of Dr. Jekyll and Mr. Hyde - wydanie dwujęzyczne 
